dataset_name,fold_id,bucket_id,parent_bucket_id,level,status,weak_reasons,effective_bucket_id,threshold_source_bucket,n_train,n_val,pos_val,neg_val,score,parent_score,gain,alpha,beta,stats_regret,stats_precision,stats_recall,stats_f1,stats_bac,stats_bnd_ratio,stats_pos_coverage,stats_n_samples,stats_auc
adult_bttwd,3,L1_age=old|L2_education=mid|L3_hours-per-week=low_hours,L1_age=old|L2_education=mid,3,strong,[],L1_age=old|L2_education=mid|L3_hours-per-week=low_hours,L1_age=old|L2_education=mid|L3_hours-per-week=low_hours,335,104,11,93,0.554326923076923,0.2845669435215946,0.2697599795553284,0.4,0.3,0.05144230769230769,1.0,0.45454545454545453,0.625,0.7218963831867058,0.038461538461538464,0.04807692307692308,104.0,0.9648093841642228
adult_bttwd,3,L1_age=young|L2_education=top|L3_hours-per-week=normal_hours,L1_age=young|L2_education=top,3,weak,"[""insufficient_train_samples""]",ROOT,ROOT,12,8,0,8,,0.4744368284122515,,,,,,,,,,,,
adult_bttwd,3,L1_age=mid|L2_education=high|L3_hours-per-week=normal_hours,L1_age=mid|L2_education=high,3,strong,[],L1_age=mid|L2_education=high|L3_hours-per-week=normal_hours,L1_age=mid|L2_education=high|L3_hours-per-week=normal_hours,1410,637,131,506,0.2414401604379166,0.234781606351634,0.006658554086282603,0.6,0.2,0.14003139717425434,0.7833333333333333,0.35877862595419846,0.49214659685863876,0.5894683643604984,0.22135007849293564,0.09419152276295134,637.0,0.884922909815044
adult_bttwd,3,L1_age=mid|L2_education=top|L3_hours-per-week=high_hours,L1_age=mid|L2_education=top,3,strong,[],L1_age=mid|L2_education=top|L3_hours-per-week=high_hours,L1_age=mid|L2_education=top|L3_hours-per-week=high_hours,119,57,29,28,0.43830409356725136,0.3596670934699103,0.07863700009734104,0.7,0.3,0.2166666666666667,0.84,0.7241379310344828,0.7777777777777777,0.6299261083743842,0.24561403508771928,0.43859649122807015,57.0,0.8399014778325122
adult_bttwd,3,L1_age=mid|L2_education=mid|L3_hours-per-week=high_hours,L1_age=mid|L2_education=mid,3,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,425,177,27,150,-0.054237288135593226,0.12940150295222758,-0.1836387910878208,0.8,0.3,0.16101694915254236,1.0,0.1111111111111111,0.19999999999999998,0.4755555555555555,0.1864406779661017,0.01694915254237288,177.0,0.7237037037037036
adult_bttwd,4,ROOT,,0,strong,[],ROOT,ROOT,18234,7815,1882,5933,0.43018508579624193,,,0.6,0.2,0.13235444657709533,0.8191738113795791,0.5584484590860787,0.6641390205371248,0.6783477758096835,0.20319897632757516,0.16417146513115802,7815.0,0.9265574598245767
adult_bttwd,4,L1_age=mid,ROOT,1,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,4736,2105,388,1717,0.3538886110763846,0.43018508579624193,-0.07629647471985734,0.6,0.2,0.12750593824228026,0.7909090909090909,0.4484536082474227,0.5723684210526316,0.6391947715086851,0.1819477434679335,0.10451306413301663,2105.0,0.9029031996589593
adult_bttwd,4,L1_age=old,ROOT,1,strong,[],L1_age=old,L1_age=old,6217,2676,984,1692,0.44793506043974435,0.43018508579624193,0.01774997464350242,0.5,0.2,0.17619581464872944,0.79456906729634,0.6839430894308943,0.7351174221736756,0.6847611428241942,0.2219730941704036,0.3165171898355755,2676.0,0.9046286085644544
adult_bttwd,4,L1_age=very_old,ROOT,1,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,3633,1548,486,1062,0.35124697085324874,0.43018508579624193,-0.07893811494299319,0.7,0.3,0.16721576227390184,0.8706293706293706,0.5123456790123457,0.645077720207254,0.6337622933668132,0.2532299741602067,0.1847545219638243,1548.0,0.8970030922322195
adult_bttwd,4,L1_age=young,ROOT,1,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,3648,1486,24,1462,0.38334454912516824,0.43018508579624193,-0.046840536671073685,0.6,0.4,0.013963660834454912,1.0,0.25,0.4,0.6232900136798906,0.005383580080753701,0.004037685060565276,1486.0,0.9721842225262197
adult_bttwd,4,L1_age=very_old|L2_education=mid,L1_age=very_old,2,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,1605,695,130,565,0.135100894893841,0.35124697085324874,-0.21614607595940774,0.8,0.3,0.14431654676258995,0.9705882352941176,0.25384615384615383,0.40243902439024387,0.5304628999319265,0.2460431654676259,0.04892086330935252,695.0,0.8689380530973452
adult_bttwd,4,L1_age=very_old|L2_education=top,L1_age=very_old,2,strong,[],L1_age=very_old|L2_education=top,L1_age=very_old|L2_education=top,402,190,122,68,0.5031066604564507,0.35124697085324874,0.15185968960320195,0.7,0.3,0.18210526315789471,0.8846153846153846,0.7540983606557377,0.8141592920353982,0.6270491803278688,0.2578947368421053,0.5473684210526316,190.0,0.8678881388621021
adult_bttwd,4,L1_age=old|L2_education=top,L1_age=old,2,strong,[],L1_age=old|L2_education=top,L1_age=old|L2_education=top,765,316,223,93,0.6511992005329781,0.44793506043974435,0.20326414009323374,0.5,0.2,0.16392405063291138,0.8626609442060086,0.9013452914798207,0.8815789473684211,0.649597376922706,0.13291139240506328,0.7373417721518988,316.0,0.8596846521047302
adult_bttwd,4,L1_age=old|L2_education=low,L1_age=old,2,strong,[],L1_age=old|L2_education=low,L1_age=old|L2_education=low,177,79,4,75,0.6362869198312235,0.44793506043974435,0.1883518593914792,0.4,0.2,0.030379746835443037,1.0,0.5,0.6666666666666666,0.75,0.0,0.02531645569620253,79.0,0.8933333333333334
adult_bttwd,4,L1_age=mid|L2_education=top,L1_age=mid,2,strong,[],L1_age=mid|L2_education=top,L1_age=mid|L2_education=top,283,154,74,80,0.561456400742115,0.3538886110763846,0.20756778966573042,0.5,0.2,0.17694805194805194,0.821917808219178,0.8108108108108109,0.8163265306122449,0.7304054054054054,0.15584415584415584,0.474025974025974,154.0,0.8907094594594595
adult_bttwd,4,L1_age=young|L2_education=mid,L1_age=young,2,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,1721,680,9,671,0.351283422459893,0.38334454912516824,-0.03206112666527522,0.4,0.3,0.012352941176470589,1.0,0.2222222222222222,0.3636363636363636,0.6111111111111112,0.0,0.0029411764705882353,680.0,0.9756582215598608
adult_bttwd,4,L1_age=mid|L2_education=low,L1_age=mid,2,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,113,60,1,59,-0.02,0.3538886110763846,-0.3738886110763846,0.6,0.5,0.02,0.0,0.0,0.0,0.5,0.0,0.0,60.0,0.8813559322033898
adult_bttwd,4,L1_age=young|L2_education=low,L1_age=young,2,weak,"[""invalid_structural_score""]",ROOT,ROOT,90,24,0,24,,0.38334454912516824,,,,,,,,,,,,
adult_bttwd,4,L1_age=mid|L2_education=mid,L1_age=mid,2,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,2015,855,85,770,0.2271245724373827,0.3538886110763846,-0.12676403863900187,0.5,0.2,0.08649122807017542,0.9523809523809523,0.23529411764705882,0.3773584905660377,0.5682964094728801,0.12748538011695906,0.02456140350877193,855.0,0.8947135217723453
adult_bttwd,4,L1_age=very_old|L2_education=high,L1_age=very_old,2,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,1341,535,226,309,0.2703725515298937,0.35124697085324874,-0.08087441932335504,0.7,0.3,0.2162616822429907,0.8561151079136691,0.5265486725663717,0.6520547945205479,0.5755720709110176,0.33084112149532713,0.25981308411214954,535.0,0.8613068133001117
adult_bttwd,4,L1_age=mid|L2_education=high,L1_age=mid,2,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,2325,1036,228,808,0.11018799411656557,0.3538886110763846,-0.243700616959819,0.8,0.2,0.15612934362934364,0.9242424242424242,0.2675438596491228,0.41496598639455784,0.5186729199235713,0.2972972972972973,0.0637065637065637,1036.0,0.8808651424352962
adult_bttwd,4,L1_age=young|L2_education=high,L1_age=young,2,strong,[],L1_age=young|L2_education=high,L1_age=young|L2_education=high,1809,771,15,756,0.39984640589801357,0.38334454912516824,0.016501856772845325,0.6,0.4,0.016018158236057067,1.0,0.26666666666666666,0.4210526315789474,0.630026455026455,0.010376134889753566,0.005188067444876783,771.0,0.9706349206349206
adult_bttwd,4,L1_age=old|L2_education=high,L1_age=old,2,weak,"[""insufficient_improvement_over_parent""]",L1_age=old,L1_age=old,2948,1261,525,736,0.3690372037894486,0.44793506043974435,-0.07889785665029575,0.6,0.2,0.19682791435368754,0.8049382716049382,0.6209523809523809,0.7010752688172043,0.6358837991718427,0.2704203013481364,0.32117367168913563,1261.0,0.8869526397515527
adult_bttwd,4,L1_age=young|L2_education=top,L1_age=young,2,weak,"[""insufficient_train_samples""]",ROOT,ROOT,28,11,0,11,,0.38334454912516824,,,,,,,,,,,,
adult_bttwd,4,L1_age=very_old|L2_education=low,L1_age=very_old,2,strong,[],L1_age=very_old|L2_education=low,L1_age=very_old|L2_education=low,285,128,8,120,0.4985795454545454,0.35124697085324874,0.14733257460129667,0.5,0.4,0.046875,1.0,0.375,0.5454545454545454,0.6875,0.0,0.0234375,128.0,0.8479166666666667
adult_bttwd,4,L1_age=old|L2_education=mid,L1_age=old,2,weak,"[""insufficient_improvement_over_parent""]",L1_age=old,L1_age=old,2327,1020,232,788,0.25441176470588245,0.44793506043974435,-0.1935232957338619,0.5,0.3,0.15931372549019607,0.7962962962962963,0.3706896551724138,0.5058823529411766,0.6066646245405216,0.1843137254901961,0.10588235294117647,1020.0,0.8866018291615614
adult_bttwd,4,L1_age=very_old|L2_education=mid|L3_hours-per-week=low_hours,L1_age=very_old|L2_education=mid,3,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,425,172,12,160,0.03611359570661898,0.135100894893841,-0.09898729918722202,0.4,0.2,0.06831395348837209,1.0,0.08333333333333333,0.15384615384615385,0.5072916666666667,0.09883720930232558,0.005813953488372093,172.0,0.8885416666666666
adult_bttwd,4,L1_age=very_old|L2_education=top|L3_hours-per-week=normal_hours,L1_age=very_old|L2_education=top,3,strong,[],L1_age=very_old|L2_education=top|L3_hours-per-week=normal_hours,L1_age=very_old|L2_education=top|L3_hours-per-week=normal_hours,166,92,58,34,0.5817177476835352,0.5031066604564507,0.07861108722708454,0.5,0.3,0.20543478260869563,0.796875,0.8793103448275862,0.8360655737704917,0.6896551724137931,0.09782608695652174,0.6956521739130435,92.0,0.8022312373225152
adult_bttwd,4,L1_age=young|L2_education=low|L3_hours-per-week=high_hours,L1_age=young|L2_education=low,3,weak,"[""insufficient_train_samples""]",ROOT,ROOT,15,4,0,4,,0.43018508579624193,,,,,,,,,,,,
adult_bttwd,4,L1_age=very_old|L2_education=top|L3_hours-per-week=low_hours,L1_age=very_old|L2_education=top,3,weak,"[""insufficient_improvement_over_parent""]",L1_age=very_old|L2_education=top,L1_age=very_old|L2_education=top,93,34,16,18,0.2328431372549019,0.5031066604564507,-0.2702635232015488,0.7,0.2,0.18382352941176472,1.0,0.5,0.6666666666666666,0.5,0.5,0.23529411764705882,34.0,0.8993055555555556
adult_bttwd,4,L1_age=old|L2_education=mid|L3_hours-per-week=normal_hours,L1_age=old|L2_education=mid,3,weak,"[""insufficient_improvement_over_parent""]",L1_age=old,L1_age=old,1514,667,147,520,0.07491418225313566,0.25441176470588245,-0.17949758245274677,0.6,0.3,0.1661169415292354,0.8888888888888888,0.21768707482993196,0.3497267759562841,0.5338435374149659,0.21739130434782608,0.053973013493253376,667.0,0.8754840397697541
adult_bttwd,4,L1_age=young|L2_education=high|L3_hours-per-week=low_hours,L1_age=young|L2_education=high,3,weak,"[""insufficient_improvement_over_parent""]",L1_age=young|L2_education=high,L1_age=young|L2_education=high,823,360,1,359,-0.003333333333333333,0.39984640589801357,-0.4031797392313469,0.4,0.3,0.003333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,360.0,0.9749303621169917
adult_bttwd,4,L1_age=mid|L2_education=mid|L3_hours-per-week=low_hours,L1_age=mid|L2_education=mid,3,strong,[],L1_age=mid|L2_education=mid|L3_hours-per-week=low_hours,L1_age=mid|L2_education=mid|L3_hours-per-week=low_hours,259,134,4,130,0.6487562189054726,0.2271245724373827,0.4216316464680899,0.4,0.3,0.01791044776119403,1.0,0.5,0.6666666666666666,0.75,0.0,0.014925373134328358,134.0,0.9846153846153847
adult_bttwd,4,L1_age=young|L2_education=low|L3_hours-per-week=normal_hours,L1_age=young|L2_education=low,3,weak,"[""insufficient_validation_samples""]",ROOT,ROOT,50,14,0,14,,0.43018508579624193,,,,,,,,,,,,
adult_bttwd,4,L1_age=very_old|L2_education=mid|L3_hours-per-week=normal_hours,L1_age=very_old|L2_education=mid,3,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,937,403,81,322,0.11632778433592708,0.135100894893841,-0.01877311055791392,0.8,0.3,0.14875930521091812,0.9545454545454546,0.25925925925925924,0.40776699029126207,0.5178283873936048,0.2853598014888337,0.05459057071960298,403.0,0.8691243002837206
adult_bttwd,4,L1_age=very_old|L2_education=low|L3_hours-per-week=low_hours,L1_age=very_old|L2_education=low,3,weak,"[""insufficient_improvement_over_parent""]",L1_age=very_old|L2_education=low,L1_age=very_old|L2_education=low,93,42,2,40,-0.05238095238095238,0.4985795454545454,-0.5509604978354978,0.2,0.1,0.04047619047619048,0.0,0.0,0.0,0.5,0.023809523809523808,0.0,42.0,0.8375
adult_bttwd,4,L1_age=young|L2_education=high|L3_hours-per-week=normal_hours,L1_age=young|L2_education=high,3,strong,[],L1_age=young|L2_education=high|L3_hours-per-week=normal_hours,L1_age=young|L2_education=high|L3_hours-per-week=normal_hours,810,350,10,340,0.43068131868131865,0.39984640589801357,0.03083491278330508,0.6,0.4,0.02085714285714286,1.0,0.3,0.4615384615384615,0.6441176470588236,0.02,0.008571428571428572,350.0,0.9729411764705882
adult_bttwd,4,L1_age=mid|L2_education=top|L3_hours-per-week=low_hours,L1_age=mid|L2_education=top,3,weak,"[""insufficient_train_samples""]",L1_age=mid|L2_education=top,L1_age=mid|L2_education=top,33,19,4,15,,0.561456400742115,,,,,,,,,,,,
adult_bttwd,4,L1_age=mid|L2_education=top|L3_hours-per-week=normal_hours,L1_age=mid|L2_education=top,3,strong,[],L1_age=mid|L2_education=top|L3_hours-per-week=normal_hours,L1_age=mid|L2_education=top|L3_hours-per-week=normal_hours,142,65,29,36,0.6690283400809716,0.561456400742115,0.10757193933885656,0.5,0.3,0.11153846153846154,0.8571428571428571,0.8275862068965517,0.8421052631578947,0.8165708812260537,0.12307692307692308,0.4307692307692308,65.0,0.9578544061302683
adult_bttwd,4,L1_age=young|L2_education=mid|L3_hours-per-week=high_hours,L1_age=young|L2_education=mid,3,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,139,70,2,68,-0.03428571428571429,0.351283422459893,-0.38556913674560733,0.4,0.2,0.03428571428571429,0.0,0.0,0.0,0.5,0.0,0.0,70.0,0.9264705882352942
adult_bttwd,4,L1_age=old|L2_education=high|L3_hours-per-week=low_hours,L1_age=old|L2_education=high,3,strong,[],L1_age=old|L2_education=high|L3_hours-per-week=low_hours,L1_age=old|L2_education=high|L3_hours-per-week=low_hours,283,151,32,119,0.5412803532008831,0.3690372037894486,0.17224314941143448,0.4,0.2,0.12251655629139073,0.7857142857142857,0.6875,0.7333333333333334,0.751313025210084,0.1390728476821192,0.18543046357615894,151.0,0.9080882352941176
adult_bttwd,4,L1_age=old|L2_education=high|L3_hours-per-week=high_hours,L1_age=old|L2_education=high,3,weak,"[""insufficient_improvement_over_parent""]",L1_age=old,L1_age=old,865,366,203,163,0.36466155473294565,0.3690372037894486,-0.0043756490565029504,0.6,0.2,0.22691256830601092,0.8224852071005917,0.6847290640394089,0.7473118279569894,0.5693583970503793,0.3114754098360656,0.46174863387978143,366.0,0.8538336002901267
adult_bttwd,4,L1_age=very_old|L2_education=mid|L3_hours-per-week=high_hours,L1_age=very_old|L2_education=mid,3,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,243,120,37,83,0.09666666666666665,0.135100894893841,-0.03843422822717435,0.8,0.4,0.22,1.0,0.2972972972972973,0.4583333333333333,0.5281667209378053,0.2833333333333333,0.09166666666666666,120.0,0.7824812764571801
adult_bttwd,4,L1_age=mid|L2_education=high|L3_hours-per-week=high_hours,L1_age=mid|L2_education=high,3,strong,[],L1_age=mid|L2_education=high|L3_hours-per-week=high_hours,L1_age=mid|L2_education=high|L3_hours-per-week=high_hours,607,271,99,172,0.21621830734436367,0.11018799411656557,0.1060303132277981,0.7,0.2,0.22047970479704798,0.8571428571428571,0.48484848484848486,0.6193548387096773,0.5360288935870332,0.36531365313653136,0.2066420664206642,271.0,0.8336856941508105
adult_bttwd,4,L1_age=very_old|L2_education=high|L3_hours-per-week=low_hours,L1_age=very_old|L2_education=high,3,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,330,109,23,86,0.22159126858589054,0.2703725515298937,-0.04878128294400316,0.8,0.7,0.1830275229357798,1.0,0.2608695652173913,0.41379310344827586,0.6246208291203236,0.01834862385321101,0.05504587155963303,109.0,0.7745197168857432
adult_bttwd,4,L1_age=very_old|L2_education=high|L3_hours-per-week=high_hours,L1_age=very_old|L2_education=high,3,strong,[],L1_age=very_old|L2_education=high|L3_hours-per-week=high_hours,L1_age=very_old|L2_education=high|L3_hours-per-week=high_hours,327,113,58,55,0.4153982300884955,0.2703725515298937,0.14502567855860182,0.7,0.4,0.2008849557522124,0.9285714285714286,0.6724137931034483,0.78,0.5907523510971786,0.3274336283185841,0.37168141592920356,113.0,0.861755485893417
adult_bttwd,4,L1_age=very_old|L2_education=top|L3_hours-per-week=high_hours,L1_age=very_old|L2_education=top,3,strong,[],L1_age=very_old|L2_education=top|L3_hours-per-week=high_hours,L1_age=very_old|L2_education=top|L3_hours-per-week=high_hours,143,64,48,16,0.6943256578947369,0.5031066604564507,0.1912189974382862,0.7,0.3,0.125,0.9148936170212766,0.8958333333333334,0.9052631578947369,0.6354166666666667,0.171875,0.734375,64.0,0.9153645833333333
adult_bttwd,4,L1_age=young|L2_education=top|L3_hours-per-week=high_hours,L1_age=young|L2_education=top,3,weak,"[""insufficient_train_samples""]",ROOT,ROOT,6,1,0,1,,0.43018508579624193,,,,,,,,,,,,
adult_bttwd,4,L1_age=very_old|L2_education=high|L3_hours-per-week=normal_hours,L1_age=very_old|L2_education=high,3,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,684,313,145,168,0.12361425602531109,0.2703725515298937,-0.1467582955045826,0.8,0.3,0.21597444089456866,0.9672131147540983,0.4068965517241379,0.5728155339805826,0.49511494252873567,0.46645367412140576,0.19488817891373802,313.0,0.8577791461412151
adult_bttwd,4,L1_age=young|L2_education=high|L3_hours-per-week=high_hours,L1_age=young|L2_education=high,3,weak,"[""insufficient_improvement_over_parent""]",L1_age=young|L2_education=high,L1_age=young|L2_education=high,176,61,4,57,0.3409836065573771,0.39984640589801357,-0.058862799340636485,0.6,0.5,0.059016393442622946,1.0,0.25,0.4,0.625,0.0,0.01639344262295082,61.0,0.9254385964912281
adult_bttwd,4,L1_age=mid|L2_education=mid|L3_hours-per-week=normal_hours,L1_age=mid|L2_education=mid,3,strong,[],L1_age=mid|L2_education=mid|L3_hours-per-week=normal_hours,L1_age=mid|L2_education=mid|L3_hours-per-week=normal_hours,1323,549,47,502,0.3781911167157068,0.2271245724373827,0.1510665442783241,0.4,0.2,0.06948998178506376,0.8888888888888888,0.3404255319148936,0.4923076923076923,0.6333601763160125,0.08925318761384335,0.03278688524590164,549.0,0.9056963634822413
adult_bttwd,4,L1_age=old|L2_education=high|L3_hours-per-week=normal_hours,L1_age=old|L2_education=high,3,weak,"[""insufficient_improvement_over_parent""]",L1_age=old,L1_age=old,1800,744,290,454,0.2090513173905486,0.3690372037894486,-0.1599858863989,0.7,0.2,0.1954301075268817,0.8881118881118881,0.4379310344827586,0.5866050808314088,0.5581725656995291,0.364247311827957,0.1922043010752688,744.0,0.8850675983594106
adult_bttwd,4,L1_age=mid|L2_education=low|L3_hours-per-week=normal_hours,L1_age=mid|L2_education=low,3,weak,"[""invalid_structural_score""]",ROOT,ROOT,75,35,0,35,,-0.02,,,,,,,,,,,,
