dataset_name,fold_id,bucket_id,parent_bucket_id,level,status,weak_reasons,effective_bucket_id,threshold_source_bucket,n_train,n_val,pos_val,neg_val,score,parent_score,gain,alpha,beta,stats_regret,stats_precision,stats_recall,stats_f1,stats_bac,stats_bnd_ratio,stats_pos_coverage,stats_n_samples,stats_auc
adult_bttwd,2,L1_age=very_old|L2_education=mid|L3_hours-per-week=normal_hours,L1_age=very_old|L2_education=mid,3,weak,"[""insufficient_improvement_over_parent""]",ROOT,ROOT,904,424,87,337,0.048436408106219464,0.25103021978021983,-0.20259381167400037,0.7,0.3,0.20400943396226415,0.9523809523809523,0.22988505747126436,0.3703703703703704,0.5244380776970565,0.2358490566037736,0.049528301886792456,424.0,0.8496708618984277
adult_bttwd,2,L1_age=young|L2_education=mid|L3_hours-per-week=low_hours,L1_age=young|L2_education=mid,3,weak,"[""invalid_structural_score""]",L1_age=young|L2_education=mid,L1_age=young|L2_education=mid,727,304,0,304,,0.6581074655254399,,,,,,,,,,,,
adult_bttwd,2,L1_age=very_old|L2_education=low|L3_hours-per-week=low_hours,L1_age=very_old|L2_education=low,3,weak,"[""insufficient_improvement_over_parent""]",L1_age=very_old|L2_education=low,L1_age=very_old|L2_education=low,90,49,1,48,-0.030612244897959183,0.6978260869565216,-0.7284383318544808,0.4,0.2,0.030612244897959183,0.0,0.0,0.0,0.5,0.0,0.0,49.0,0.8333333333333334
adult_bttwd,2,L1_age=young|L2_education=low|L3_hours-per-week=low_hours,L1_age=young|L2_education=low,3,weak,"[""insufficient_train_samples""]",ROOT,ROOT,22,8,0,8,,0.5147123512090146,,,,,,,,,,,,
adult_bttwd,2,L1_age=old|L2_education=mid|L3_hours-per-week=high_hours,L1_age=old|L2_education=mid,3,strong,[],L1_age=old|L2_education=mid|L3_hours-per-week=high_hours,L1_age=old|L2_education=mid|L3_hours-per-week=high_hours,493,238,74,164,0.2947854638544159,0.25962415914898057,0.035161304705435326,0.4,0.3,0.2647058823529412,0.6103896103896104,0.6351351351351351,0.6225165562913907,0.680372445616348,0.12605042016806722,0.3235294117647059,238.0,0.8473961766644693
adult_bttwd,2,L1_age=young|L2_education=high|L3_hours-per-week=high_hours,L1_age=young|L2_education=high,3,strong,[],L1_age=young|L2_education=high|L3_hours-per-week=high_hours,L1_age=young|L2_education=high|L3_hours-per-week=high_hours,165,74,8,66,0.5518018018018017,0.40310685937685115,0.14869494242495057,0.4,0.1,0.07432432432432433,1.0,0.5,0.6666666666666666,0.7196969696969697,0.08108108108108109,0.05405405405405406,74.0,0.9564393939393939
adult_bttwd,2,L1_age=young|L2_education=low|L3_hours-per-week=high_hours,L1_age=young|L2_education=low,3,weak,"[""insufficient_train_samples""]",ROOT,ROOT,16,6,0,6,,0.5147123512090146,,,,,,,,,,,,
adult_bttwd,2,L1_age=old|L2_education=high|L3_hours-per-week=low_hours,L1_age=old|L2_education=high,3,strong,[],L1_age=old|L2_education=high|L3_hours-per-week=low_hours,L1_age=old|L2_education=high|L3_hours-per-week=low_hours,295,148,45,103,0.5963534410699359,0.4426408725991271,0.15371256847080883,0.3,0.1,0.15033783783783783,0.75,0.8666666666666667,0.8041237113402062,0.8071197411003237,0.11486486486486487,0.35135135135135137,148.0,0.928371089536138
adult_bttwd,2,L1_age=young|L2_education=mid|L3_hours-per-week=normal_hours,L1_age=young|L2_education=mid,3,weak,"[""insufficient_improvement_over_parent""]",L1_age=young|L2_education=mid,L1_age=young|L2_education=mid,803,333,4,329,0.6576576576576576,0.6581074655254399,-0.00044980786778225923,0.4,0.2,0.009009009009009009,1.0,0.5,0.6666666666666666,0.75,0.0,0.006006006006006006,333.0,0.9848024316109422
adult_bttwd,2,L1_age=very_old|L2_education=top|L3_hours-per-week=normal_hours,L1_age=very_old|L2_education=top,3,strong,[],L1_age=very_old|L2_education=top|L3_hours-per-week=normal_hours,L1_age=very_old|L2_education=top|L3_hours-per-week=normal_hours,184,78,52,26,0.6335884988797611,0.4969078962326352,0.1366806026471259,0.6,0.2,0.16346153846153846,0.9019607843137255,0.8846153846153846,0.8932038834951457,0.6538461538461539,0.19230769230769232,0.6538461538461539,78.0,0.9134615384615384
